1591382637 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
1591724419 7 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
1591725888 8 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
1591813886 8 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0
1591813973 8 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0
1591815173 8 0 0 14453 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0
1591816253 8 0 0 15386 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0
1591817144 17 0 0 15386 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0
1591817339 20 0 0 15386 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0
1591818055 20 0 0 15797 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0
1591819622 20 0 0 15845 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0
1591820349 20 0 0 15859 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0
1591820562 20 0 0 15915 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0
1592182619 20 0 0 15915 0 0 2 0 0 160 0 0 0 0 0 0 0 0 0 0
1592248864 20 0 0 15915 0 0 2 0 0 250 0 0 0 0 0 0 0 0 0 0
1592340474 192 0 0 15915 0 0 2 0 0 250 0 0 0 0 0 0 0 0 0 0
1592352515 192 0 0 30419 0 0 2 0 0 250 0 0 0 0 0 0 0 0 0 0
1592354785 192 0 0 30555 0 0 2 0 0 250 0 0 0 0 0 0 0 0 0 0
1592762223 192 0 0 30583 0 0 2 0 0 250 0 0 0 0 0 0 0 0 0 0
1592762555 192 0 0 30610 0 0 2 0 0 250 0 0 0 0 0 0 0 0 0 0
1592766039 192 0 0 30624 0 0 2 0 0 250 0 0 0 0 0 0 0 0 0 0
1592938264 192 0 0 30624 0 0 2 0 0 250 0 0 0 0 0 0 0 0 0 0
1592976043 211 0 0 30624 0 0 2 0 0 250 0 0 0 0 0 0 0 0 0 0
1592976869 224 0 0 30624 0 0 2 0 0 250 0 0 0 0 0 0 0 0 0 0
1592977460 254 0 0 30624 0 0 2 0 0 250 0 0 0 0 0 0 0 0 0 0
1592978765 270 0 0 30624 0 0 2 0 0 250 0 0 0 0 0 0 0 0 0 0
1592979405 279 0 0 30624 0 0 2 0 0 250 0 0 0 0 0 0 0 0 0 0
1593032036 316 0 0 30624 0 0 2 0 0 250 0 0 0 0 0 0 0 0 0 0
1593121921 316 0 0 30624 0 0 2 0 0 271 0 0 0 0 0 0 0 0 0 0
1593123563 316 0 0 45895 0 0 2 0 0 271 0 0 0 0 0 0 0 0 0 0
1593128543 360 0 0 45895 0 0 2 0 0 271 0 0 0 0 0 0 0 0 0 0
1593128958 361 0 0 45895 0 0 2 0 0 271 0 0 0 0 0 0 0 0 0 0
1593130584 383 0 0 45895 0 0 2 0 0 271 0 0 0 0 0 0 0 0 0 0
